image,class_id,class_type,time_of_day,range,orientation
INPUT\Dataset\cegr2003\cegr02003_0002_1454_SUV.mat,0002,SUV,Day,1000,1454
INPUT\Dataset\cegr2003\cegr02003_0002_1455_SUV.mat,0002,SUV,Day,1000,1455
INPUT\Dataset\cegr2003\cegr02003_0002_1456_SUV.mat,0002,SUV,Day,1000,1456
INPUT\Dataset\cegr2003\cegr02003_0002_1457_SUV.mat,0002,SUV,Day,1000,1457
INPUT\Dataset\cegr2003\cegr02003_0002_1458_SUV.mat,0002,SUV,Day,1000,1458
INPUT\Dataset\cegr2003\cegr02003_0002_1459_SUV.mat,0002,SUV,Day,1000,1459
INPUT\Dataset\cegr2003\cegr02003_0002_1460_SUV.mat,0002,SUV,Day,1000,1460
INPUT\Dataset\cegr2003\cegr02003_0002_1461_SUV.mat,0002,SUV,Day,1000,1461
INPUT\Dataset\cegr2003\cegr02003_0002_1462_SUV.mat,0002,SUV,Day,1000,1462
INPUT\Dataset\cegr2003\cegr02003_0002_1463_SUV.mat,0002,SUV,Day,1000,1463
INPUT\Dataset\cegr2003\cegr02003_0002_1464_SUV.mat,0002,SUV,Day,1000,1464
INPUT\Dataset\cegr2003\cegr02003_0002_1465_SUV.mat,0002,SUV,Day,1000,1465
INPUT\Dataset\cegr2003\cegr02003_0002_1466_SUV.mat,0002,SUV,Day,1000,1466
INPUT\Dataset\cegr2003\cegr02003_0002_1467_SUV.mat,0002,SUV,Day,1000,1467
INPUT\Dataset\cegr2003\cegr02003_0002_1468_SUV.mat,0002,SUV,Day,1000,1468
INPUT\Dataset\cegr2003\cegr02003_0002_1469_SUV.mat,0002,SUV,Day,1000,1469
INPUT\Dataset\cegr2003\cegr02003_0002_1470_SUV.mat,0002,SUV,Day,1000,1470
INPUT\Dataset\cegr2003\cegr02003_0002_1471_SUV.mat,0002,SUV,Day,1000,1471
INPUT\Dataset\cegr2003\cegr02003_0002_1472_SUV.mat,0002,SUV,Day,1000,1472
INPUT\Dataset\cegr2003\cegr02003_0002_1473_SUV.mat,0002,SUV,Day,1000,1473
INPUT\Dataset\cegr2003\cegr02003_0002_1474_SUV.mat,0002,SUV,Day,1000,1474
INPUT\Dataset\cegr2003\cegr02003_0002_1475_SUV.mat,0002,SUV,Day,1000,1475
INPUT\Dataset\cegr2003\cegr02003_0002_1476_SUV.mat,0002,SUV,Day,1000,1476
INPUT\Dataset\cegr2003\cegr02003_0002_1477_SUV.mat,0002,SUV,Day,1000,1477
INPUT\Dataset\cegr2003\cegr02003_0002_1478_SUV.mat,0002,SUV,Day,1000,1478
INPUT\Dataset\cegr2003\cegr02003_0002_1479_SUV.mat,0002,SUV,Day,1000,1479
INPUT\Dataset\cegr2003\cegr02003_0002_1480_SUV.mat,0002,SUV,Day,1000,1480
INPUT\Dataset\cegr2003\cegr02003_0002_1481_SUV.mat,0002,SUV,Day,1000,1481
INPUT\Dataset\cegr2003\cegr02003_0002_1482_SUV.mat,0002,SUV,Day,1000,1482
INPUT\Dataset\cegr2003\cegr02003_0002_1483_SUV.mat,0002,SUV,Day,1000,1483
INPUT\Dataset\cegr2003\cegr02003_0002_1484_SUV.mat,0002,SUV,Day,1000,1484
INPUT\Dataset\cegr2003\cegr02003_0002_1485_SUV.mat,0002,SUV,Day,1000,1485
INPUT\Dataset\cegr2003\cegr02003_0002_1486_SUV.mat,0002,SUV,Day,1000,1486
INPUT\Dataset\cegr2003\cegr02003_0002_1487_SUV.mat,0002,SUV,Day,1000,1487
INPUT\Dataset\cegr2003\cegr02003_0002_1488_SUV.mat,0002,SUV,Day,1000,1488
INPUT\Dataset\cegr2003\cegr02003_0002_1489_SUV.mat,0002,SUV,Day,1000,1489
INPUT\Dataset\cegr2003\cegr02003_0002_1490_SUV.mat,0002,SUV,Day,1000,1490
INPUT\Dataset\cegr2003\cegr02003_0002_1491_SUV.mat,0002,SUV,Day,1000,1491
INPUT\Dataset\cegr2003\cegr02003_0002_1492_SUV.mat,0002,SUV,Day,1000,1492
INPUT\Dataset\cegr2003\cegr02003_0002_1493_SUV.mat,0002,SUV,Day,1000,1493
INPUT\Dataset\cegr2003\cegr02003_0002_1494_SUV.mat,0002,SUV,Day,1000,1494
INPUT\Dataset\cegr2003\cegr02003_0002_1495_SUV.mat,0002,SUV,Day,1000,1495
INPUT\Dataset\cegr2003\cegr02003_0002_1496_SUV.mat,0002,SUV,Day,1000,1496
INPUT\Dataset\cegr2003\cegr02003_0002_1497_SUV.mat,0002,SUV,Day,1000,1497
INPUT\Dataset\cegr2003\cegr02003_0002_1498_SUV.mat,0002,SUV,Day,1000,1498
INPUT\Dataset\cegr2003\cegr02003_0002_1499_SUV.mat,0002,SUV,Day,1000,1499
INPUT\Dataset\cegr2003\cegr02003_0002_1500_SUV.mat,0002,SUV,Day,1000,1500
INPUT\Dataset\cegr2003\cegr02003_0002_1501_SUV.mat,0002,SUV,Day,1000,1501
INPUT\Dataset\cegr2003\cegr02003_0002_1502_SUV.mat,0002,SUV,Day,1000,1502
INPUT\Dataset\cegr2003\cegr02003_0002_1503_SUV.mat,0002,SUV,Day,1000,1503
INPUT\Dataset\cegr2003\cegr02003_0002_1504_SUV.mat,0002,SUV,Day,1000,1504
INPUT\Dataset\cegr2003\cegr02003_0002_1505_SUV.mat,0002,SUV,Day,1000,1505
INPUT\Dataset\cegr2003\cegr02003_0002_1506_SUV.mat,0002,SUV,Day,1000,1506
INPUT\Dataset\cegr2003\cegr02003_0002_1507_SUV.mat,0002,SUV,Day,1000,1507
INPUT\Dataset\cegr2003\cegr02003_0002_1508_SUV.mat,0002,SUV,Day,1000,1508
INPUT\Dataset\cegr2003\cegr02003_0002_1509_SUV.mat,0002,SUV,Day,1000,1509
INPUT\Dataset\cegr2003\cegr02003_0002_1510_SUV.mat,0002,SUV,Day,1000,1510
INPUT\Dataset\cegr2003\cegr02003_0002_1511_SUV.mat,0002,SUV,Day,1000,1511
INPUT\Dataset\cegr2003\cegr02003_0002_1512_SUV.mat,0002,SUV,Day,1000,1512
INPUT\Dataset\cegr2003\cegr02003_0002_1513_SUV.mat,0002,SUV,Day,1000,1513
INPUT\Dataset\cegr2003\cegr02003_0002_1514_SUV.mat,0002,SUV,Day,1000,1514
INPUT\Dataset\cegr2003\cegr02003_0002_1515_SUV.mat,0002,SUV,Day,1000,1515
INPUT\Dataset\cegr2003\cegr02003_0002_1516_SUV.mat,0002,SUV,Day,1000,1516
INPUT\Dataset\cegr2003\cegr02003_0002_1517_SUV.mat,0002,SUV,Day,1000,1517
INPUT\Dataset\cegr2003\cegr02003_0002_1518_SUV.mat,0002,SUV,Day,1000,1518
INPUT\Dataset\cegr2003\cegr02003_0002_1519_SUV.mat,0002,SUV,Day,1000,1519
INPUT\Dataset\cegr2003\cegr02003_0002_1520_SUV.mat,0002,SUV,Day,1000,1520
INPUT\Dataset\cegr2003\cegr02003_0002_1521_SUV.mat,0002,SUV,Day,1000,1521
INPUT\Dataset\cegr2003\cegr02003_0002_1522_SUV.mat,0002,SUV,Day,1000,1522
INPUT\Dataset\cegr2003\cegr02003_0002_1523_SUV.mat,0002,SUV,Day,1000,1523
INPUT\Dataset\cegr2003\cegr02003_0002_1524_SUV.mat,0002,SUV,Day,1000,1524
INPUT\Dataset\cegr2003\cegr02003_0002_1525_SUV.mat,0002,SUV,Day,1000,1525
INPUT\Dataset\cegr2003\cegr02003_0002_1526_SUV.mat,0002,SUV,Day,1000,1526
INPUT\Dataset\cegr2003\cegr02003_0002_1527_SUV.mat,0002,SUV,Day,1000,1527
INPUT\Dataset\cegr2003\cegr02003_0002_1528_SUV.mat,0002,SUV,Day,1000,1528
INPUT\Dataset\cegr2003\cegr02003_0002_1529_SUV.mat,0002,SUV,Day,1000,1529
INPUT\Dataset\cegr2003\cegr02003_0002_1530_SUV.mat,0002,SUV,Day,1000,1530
INPUT\Dataset\cegr2003\cegr02003_0002_1531_SUV.mat,0002,SUV,Day,1000,1531
INPUT\Dataset\cegr2003\cegr02003_0002_1532_SUV.mat,0002,SUV,Day,1000,1532
INPUT\Dataset\cegr2003\cegr02003_0002_1533_SUV.mat,0002,SUV,Day,1000,1533
INPUT\Dataset\cegr2003\cegr02003_0002_1534_SUV.mat,0002,SUV,Day,1000,1534
INPUT\Dataset\cegr2003\cegr02003_0002_1535_SUV.mat,0002,SUV,Day,1000,1535
INPUT\Dataset\cegr2003\cegr02003_0002_1536_SUV.mat,0002,SUV,Day,1000,1536
INPUT\Dataset\cegr2003\cegr02003_0002_1537_SUV.mat,0002,SUV,Day,1000,1537
INPUT\Dataset\cegr2003\cegr02003_0002_1538_SUV.mat,0002,SUV,Day,1000,1538
INPUT\Dataset\cegr2003\cegr02003_0002_1539_SUV.mat,0002,SUV,Day,1000,1539
INPUT\Dataset\cegr2003\cegr02003_0002_1540_SUV.mat,0002,SUV,Day,1000,1540
INPUT\Dataset\cegr2003\cegr02003_0002_1541_SUV.mat,0002,SUV,Day,1000,1541
INPUT\Dataset\cegr2003\cegr02003_0002_1542_SUV.mat,0002,SUV,Day,1000,1542
INPUT\Dataset\cegr2003\cegr02003_0002_1543_SUV.mat,0002,SUV,Day,1000,1543
INPUT\Dataset\cegr2003\cegr02003_0002_1544_SUV.mat,0002,SUV,Day,1000,1544
INPUT\Dataset\cegr2003\cegr02003_0002_1545_SUV.mat,0002,SUV,Day,1000,1545
INPUT\Dataset\cegr2003\cegr02003_0002_1546_SUV.mat,0002,SUV,Day,1000,1546
INPUT\Dataset\cegr2003\cegr02003_0002_1547_SUV.mat,0002,SUV,Day,1000,1547
INPUT\Dataset\cegr2003\cegr02003_0002_1548_SUV.mat,0002,SUV,Day,1000,1548
INPUT\Dataset\cegr2003\cegr02003_0002_1549_SUV.mat,0002,SUV,Day,1000,1549
INPUT\Dataset\cegr2003\cegr02003_0002_1550_SUV.mat,0002,SUV,Day,1000,1550
INPUT\Dataset\cegr2003\cegr02003_0002_1551_SUV.mat,0002,SUV,Day,1000,1551
INPUT\Dataset\cegr2003\cegr02003_0002_1552_SUV.mat,0002,SUV,Day,1000,1552
INPUT\Dataset\cegr2003\cegr02003_0002_1553_SUV.mat,0002,SUV,Day,1000,1553
INPUT\Dataset\cegr2003\cegr02003_0002_1554_SUV.mat,0002,SUV,Day,1000,1554
INPUT\Dataset\cegr2003\cegr02003_0002_1555_SUV.mat,0002,SUV,Day,1000,1555
INPUT\Dataset\cegr2003\cegr02003_0002_1556_SUV.mat,0002,SUV,Day,1000,1556
INPUT\Dataset\cegr2003\cegr02003_0002_1557_SUV.mat,0002,SUV,Day,1000,1557
INPUT\Dataset\cegr2003\cegr02003_0002_1558_SUV.mat,0002,SUV,Day,1000,1558
INPUT\Dataset\cegr2003\cegr02003_0002_1559_SUV.mat,0002,SUV,Day,1000,1559
INPUT\Dataset\cegr2003\cegr02003_0002_1560_SUV.mat,0002,SUV,Day,1000,1560
INPUT\Dataset\cegr2003\cegr02003_0002_1561_SUV.mat,0002,SUV,Day,1000,1561
INPUT\Dataset\cegr2003\cegr02003_0002_1562_SUV.mat,0002,SUV,Day,1000,1562
INPUT\Dataset\cegr2003\cegr02003_0002_1563_SUV.mat,0002,SUV,Day,1000,1563
INPUT\Dataset\cegr2003\cegr02003_0002_1564_SUV.mat,0002,SUV,Day,1000,1564
INPUT\Dataset\cegr2003\cegr02003_0002_1565_SUV.mat,0002,SUV,Day,1000,1565
INPUT\Dataset\cegr2003\cegr02003_0002_1566_SUV.mat,0002,SUV,Day,1000,1566
INPUT\Dataset\cegr2003\cegr02003_0002_1567_SUV.mat,0002,SUV,Day,1000,1567
INPUT\Dataset\cegr2003\cegr02003_0002_1568_SUV.mat,0002,SUV,Day,1000,1568
INPUT\Dataset\cegr2003\cegr02003_0002_1569_SUV.mat,0002,SUV,Day,1000,1569
INPUT\Dataset\cegr2003\cegr02003_0002_1570_SUV.mat,0002,SUV,Day,1000,1570
INPUT\Dataset\cegr2003\cegr02003_0002_1571_SUV.mat,0002,SUV,Day,1000,1571
INPUT\Dataset\cegr2003\cegr02003_0002_1572_SUV.mat,0002,SUV,Day,1000,1572
INPUT\Dataset\cegr2003\cegr02003_0002_1573_SUV.mat,0002,SUV,Day,1000,1573
INPUT\Dataset\cegr2003\cegr02003_0002_1574_SUV.mat,0002,SUV,Day,1000,1574
INPUT\Dataset\cegr2003\cegr02003_0002_1575_SUV.mat,0002,SUV,Day,1000,1575
INPUT\Dataset\cegr2003\cegr02003_0002_1576_SUV.mat,0002,SUV,Day,1000,1576
INPUT\Dataset\cegr2003\cegr02003_0002_1577_SUV.mat,0002,SUV,Day,1000,1577
INPUT\Dataset\cegr2003\cegr02003_0002_1578_SUV.mat,0002,SUV,Day,1000,1578
INPUT\Dataset\cegr2003\cegr02003_0002_1579_SUV.mat,0002,SUV,Day,1000,1579
INPUT\Dataset\cegr2003\cegr02003_0002_1580_SUV.mat,0002,SUV,Day,1000,1580
INPUT\Dataset\cegr2003\cegr02003_0002_1581_SUV.mat,0002,SUV,Day,1000,1581
INPUT\Dataset\cegr2003\cegr02003_0002_1582_SUV.mat,0002,SUV,Day,1000,1582
INPUT\Dataset\cegr2003\cegr02003_0002_1583_SUV.mat,0002,SUV,Day,1000,1583
INPUT\Dataset\cegr2003\cegr02003_0002_1584_SUV.mat,0002,SUV,Day,1000,1584
INPUT\Dataset\cegr2003\cegr02003_0002_1585_SUV.mat,0002,SUV,Day,1000,1585
INPUT\Dataset\cegr2003\cegr02003_0002_1586_SUV.mat,0002,SUV,Day,1000,1586
INPUT\Dataset\cegr2003\cegr02003_0002_1587_SUV.mat,0002,SUV,Day,1000,1587
INPUT\Dataset\cegr2003\cegr02003_0002_1588_SUV.mat,0002,SUV,Day,1000,1588
INPUT\Dataset\cegr2003\cegr02003_0002_1589_SUV.mat,0002,SUV,Day,1000,1589
INPUT\Dataset\cegr2003\cegr02003_0002_1590_SUV.mat,0002,SUV,Day,1000,1590
INPUT\Dataset\cegr2003\cegr02003_0002_1591_SUV.mat,0002,SUV,Day,1000,1591
INPUT\Dataset\cegr2003\cegr02003_0002_1592_SUV.mat,0002,SUV,Day,1000,1592
INPUT\Dataset\cegr2003\cegr02003_0002_1593_SUV.mat,0002,SUV,Day,1000,1593
INPUT\Dataset\cegr2003\cegr02003_0002_1594_SUV.mat,0002,SUV,Day,1000,1594
INPUT\Dataset\cegr2003\cegr02003_0002_1595_SUV.mat,0002,SUV,Day,1000,1595
INPUT\Dataset\cegr2003\cegr02003_0002_1596_SUV.mat,0002,SUV,Day,1000,1596
INPUT\Dataset\cegr2003\cegr02003_0002_1597_SUV.mat,0002,SUV,Day,1000,1597
INPUT\Dataset\cegr2003\cegr02003_0002_1598_SUV.mat,0002,SUV,Day,1000,1598
INPUT\Dataset\cegr2003\cegr02003_0002_1599_SUV.mat,0002,SUV,Day,1000,1599
INPUT\Dataset\cegr2003\cegr02003_0002_1600_SUV.mat,0002,SUV,Day,1000,1600
INPUT\Dataset\cegr2003\cegr02003_0002_1601_SUV.mat,0002,SUV,Day,1000,1601
INPUT\Dataset\cegr2003\cegr02003_0002_1602_SUV.mat,0002,SUV,Day,1000,1602
INPUT\Dataset\cegr2003\cegr02003_0002_1603_SUV.mat,0002,SUV,Day,1000,1603
INPUT\Dataset\cegr2003\cegr02003_0002_1604_SUV.mat,0002,SUV,Day,1000,1604
INPUT\Dataset\cegr2003\cegr02003_0002_1605_SUV.mat,0002,SUV,Day,1000,1605
INPUT\Dataset\cegr2003\cegr02003_0002_1606_SUV.mat,0002,SUV,Day,1000,1606
INPUT\Dataset\cegr2003\cegr02003_0002_1607_SUV.mat,0002,SUV,Day,1000,1607
INPUT\Dataset\cegr2003\cegr02003_0002_1608_SUV.mat,0002,SUV,Day,1000,1608
INPUT\Dataset\cegr2003\cegr02003_0002_1609_SUV.mat,0002,SUV,Day,1000,1609
INPUT\Dataset\cegr2003\cegr02003_0002_1610_SUV.mat,0002,SUV,Day,1000,1610
INPUT\Dataset\cegr2003\cegr02003_0002_1611_SUV.mat,0002,SUV,Day,1000,1611
INPUT\Dataset\cegr2003\cegr02003_0002_1612_SUV.mat,0002,SUV,Day,1000,1612
INPUT\Dataset\cegr2003\cegr02003_0002_1613_SUV.mat,0002,SUV,Day,1000,1613
INPUT\Dataset\cegr2003\cegr02003_0002_1614_SUV.mat,0002,SUV,Day,1000,1614
INPUT\Dataset\cegr2003\cegr02003_0002_1615_SUV.mat,0002,SUV,Day,1000,1615
INPUT\Dataset\cegr2003\cegr02003_0002_1616_SUV.mat,0002,SUV,Day,1000,1616
INPUT\Dataset\cegr2003\cegr02003_0002_1617_SUV.mat,0002,SUV,Day,1000,1617
INPUT\Dataset\cegr2003\cegr02003_0002_1618_SUV.mat,0002,SUV,Day,1000,1618
INPUT\Dataset\cegr2003\cegr02003_0002_1619_SUV.mat,0002,SUV,Day,1000,1619
INPUT\Dataset\cegr2003\cegr02003_0002_1620_SUV.mat,0002,SUV,Day,1000,1620
INPUT\Dataset\cegr2003\cegr02003_0002_1621_SUV.mat,0002,SUV,Day,1000,1621
INPUT\Dataset\cegr2003\cegr02003_0002_1622_SUV.mat,0002,SUV,Day,1000,1622
INPUT\Dataset\cegr2003\cegr02003_0002_1623_SUV.mat,0002,SUV,Day,1000,1623
INPUT\Dataset\cegr2003\cegr02003_0002_1624_SUV.mat,0002,SUV,Day,1000,1624
INPUT\Dataset\cegr2003\cegr02003_0002_1625_SUV.mat,0002,SUV,Day,1000,1625
INPUT\Dataset\cegr2003\cegr02003_0002_1626_SUV.mat,0002,SUV,Day,1000,1626
INPUT\Dataset\cegr2003\cegr02003_0002_1627_SUV.mat,0002,SUV,Day,1000,1627
INPUT\Dataset\cegr2003\cegr02003_0002_1628_SUV.mat,0002,SUV,Day,1000,1628
INPUT\Dataset\cegr2003\cegr02003_0002_1629_SUV.mat,0002,SUV,Day,1000,1629
INPUT\Dataset\cegr2003\cegr02003_0002_1630_SUV.mat,0002,SUV,Day,1000,1630
INPUT\Dataset\cegr2003\cegr02003_0002_1631_SUV.mat,0002,SUV,Day,1000,1631
INPUT\Dataset\cegr2003\cegr02003_0002_1632_SUV.mat,0002,SUV,Day,1000,1632
INPUT\Dataset\cegr2003\cegr02003_0002_1633_SUV.mat,0002,SUV,Day,1000,1633
INPUT\Dataset\cegr2003\cegr02003_0002_1634_SUV.mat,0002,SUV,Day,1000,1634
INPUT\Dataset\cegr2003\cegr02003_0002_1635_SUV.mat,0002,SUV,Day,1000,1635
INPUT\Dataset\cegr2003\cegr02003_0002_1636_SUV.mat,0002,SUV,Day,1000,1636
INPUT\Dataset\cegr2003\cegr02003_0002_1637_SUV.mat,0002,SUV,Day,1000,1637
INPUT\Dataset\cegr2003\cegr02003_0002_1638_SUV.mat,0002,SUV,Day,1000,1638
INPUT\Dataset\cegr2003\cegr02003_0002_1639_SUV.mat,0002,SUV,Day,1000,1639
INPUT\Dataset\cegr2003\cegr02003_0002_1640_SUV.mat,0002,SUV,Day,1000,1640
INPUT\Dataset\cegr2003\cegr02003_0002_1641_SUV.mat,0002,SUV,Day,1000,1641
INPUT\Dataset\cegr2003\cegr02003_0002_1642_SUV.mat,0002,SUV,Day,1000,1642
INPUT\Dataset\cegr2003\cegr02003_0002_1643_SUV.mat,0002,SUV,Day,1000,1643
INPUT\Dataset\cegr2003\cegr02003_0002_1644_SUV.mat,0002,SUV,Day,1000,1644
INPUT\Dataset\cegr2003\cegr02003_0002_1645_SUV.mat,0002,SUV,Day,1000,1645
INPUT\Dataset\cegr2003\cegr02003_0002_1646_SUV.mat,0002,SUV,Day,1000,1646
INPUT\Dataset\cegr2003\cegr02003_0002_1647_SUV.mat,0002,SUV,Day,1000,1647
INPUT\Dataset\cegr2003\cegr02003_0002_1648_SUV.mat,0002,SUV,Day,1000,1648
INPUT\Dataset\cegr2003\cegr02003_0002_1649_SUV.mat,0002,SUV,Day,1000,1649
INPUT\Dataset\cegr2003\cegr02003_0002_1650_SUV.mat,0002,SUV,Day,1000,1650
INPUT\Dataset\cegr2003\cegr02003_0002_1651_SUV.mat,0002,SUV,Day,1000,1651
INPUT\Dataset\cegr2003\cegr02003_0002_1652_SUV.mat,0002,SUV,Day,1000,1652
INPUT\Dataset\cegr2003\cegr02003_0002_1653_SUV.mat,0002,SUV,Day,1000,1653
INPUT\Dataset\cegr2003\cegr02003_0002_1654_SUV.mat,0002,SUV,Day,1000,1654
INPUT\Dataset\cegr2003\cegr02003_0002_1655_SUV.mat,0002,SUV,Day,1000,1655
INPUT\Dataset\cegr2003\cegr02003_0002_1656_SUV.mat,0002,SUV,Day,1000,1656
INPUT\Dataset\cegr2003\cegr02003_0002_1657_SUV.mat,0002,SUV,Day,1000,1657
INPUT\Dataset\cegr2003\cegr02003_0002_1658_SUV.mat,0002,SUV,Day,1000,1658
INPUT\Dataset\cegr2003\cegr02003_0002_1659_SUV.mat,0002,SUV,Day,1000,1659
INPUT\Dataset\cegr2003\cegr02003_0002_1660_SUV.mat,0002,SUV,Day,1000,1660
INPUT\Dataset\cegr2003\cegr02003_0002_1661_SUV.mat,0002,SUV,Day,1000,1661
INPUT\Dataset\cegr2003\cegr02003_0002_1662_SUV.mat,0002,SUV,Day,1000,1662
INPUT\Dataset\cegr2003\cegr02003_0002_1663_SUV.mat,0002,SUV,Day,1000,1663
INPUT\Dataset\cegr2003\cegr02003_0002_1664_SUV.mat,0002,SUV,Day,1000,1664
INPUT\Dataset\cegr2003\cegr02003_0002_1665_SUV.mat,0002,SUV,Day,1000,1665
INPUT\Dataset\cegr2003\cegr02003_0002_1666_SUV.mat,0002,SUV,Day,1000,1666
INPUT\Dataset\cegr2003\cegr02003_0002_1667_SUV.mat,0002,SUV,Day,1000,1667
INPUT\Dataset\cegr2003\cegr02003_0002_1668_SUV.mat,0002,SUV,Day,1000,1668
INPUT\Dataset\cegr2003\cegr02003_0002_1669_SUV.mat,0002,SUV,Day,1000,1669
INPUT\Dataset\cegr2003\cegr02003_0002_1670_SUV.mat,0002,SUV,Day,1000,1670
INPUT\Dataset\cegr2003\cegr02003_0002_1671_SUV.mat,0002,SUV,Day,1000,1671
INPUT\Dataset\cegr2003\cegr02003_0002_1672_SUV.mat,0002,SUV,Day,1000,1672
INPUT\Dataset\cegr2003\cegr02003_0002_1673_SUV.mat,0002,SUV,Day,1000,1673
INPUT\Dataset\cegr2003\cegr02003_0002_1674_SUV.mat,0002,SUV,Day,1000,1674
INPUT\Dataset\cegr2003\cegr02003_0002_1675_SUV.mat,0002,SUV,Day,1000,1675
INPUT\Dataset\cegr2003\cegr02003_0002_1676_SUV.mat,0002,SUV,Day,1000,1676
INPUT\Dataset\cegr2003\cegr02003_0002_1677_SUV.mat,0002,SUV,Day,1000,1677
INPUT\Dataset\cegr2003\cegr02003_0002_1678_SUV.mat,0002,SUV,Day,1000,1678
INPUT\Dataset\cegr2003\cegr02003_0002_1679_SUV.mat,0002,SUV,Day,1000,1679
INPUT\Dataset\cegr2003\cegr02003_0002_1680_SUV.mat,0002,SUV,Day,1000,1680
INPUT\Dataset\cegr2003\cegr02003_0002_1681_SUV.mat,0002,SUV,Day,1000,1681
INPUT\Dataset\cegr2003\cegr02003_0002_1682_SUV.mat,0002,SUV,Day,1000,1682
INPUT\Dataset\cegr2003\cegr02003_0002_1683_SUV.mat,0002,SUV,Day,1000,1683
INPUT\Dataset\cegr2003\cegr02003_0002_1684_SUV.mat,0002,SUV,Day,1000,1684
INPUT\Dataset\cegr2003\cegr02003_0002_1685_SUV.mat,0002,SUV,Day,1000,1685
INPUT\Dataset\cegr2003\cegr02003_0002_1686_SUV.mat,0002,SUV,Day,1000,1686
INPUT\Dataset\cegr2003\cegr02003_0002_1687_SUV.mat,0002,SUV,Day,1000,1687
INPUT\Dataset\cegr2003\cegr02003_0002_1688_SUV.mat,0002,SUV,Day,1000,1688
INPUT\Dataset\cegr2003\cegr02003_0002_1689_SUV.mat,0002,SUV,Day,1000,1689
INPUT\Dataset\cegr2003\cegr02003_0002_1690_SUV.mat,0002,SUV,Day,1000,1690
INPUT\Dataset\cegr2003\cegr02003_0002_1691_SUV.mat,0002,SUV,Day,1000,1691
INPUT\Dataset\cegr2003\cegr02003_0002_1692_SUV.mat,0002,SUV,Day,1000,1692
INPUT\Dataset\cegr2003\cegr02003_0002_1693_SUV.mat,0002,SUV,Day,1000,1693
INPUT\Dataset\cegr2003\cegr02003_0002_1694_SUV.mat,0002,SUV,Day,1000,1694
INPUT\Dataset\cegr2003\cegr02003_0002_1695_SUV.mat,0002,SUV,Day,1000,1695
INPUT\Dataset\cegr2003\cegr02003_0002_1696_SUV.mat,0002,SUV,Day,1000,1696
INPUT\Dataset\cegr2003\cegr02003_0002_1697_SUV.mat,0002,SUV,Day,1000,1697
INPUT\Dataset\cegr2003\cegr02003_0002_1698_SUV.mat,0002,SUV,Day,1000,1698
INPUT\Dataset\cegr2003\cegr02003_0002_1699_SUV.mat,0002,SUV,Day,1000,1699
INPUT\Dataset\cegr2003\cegr02003_0002_1700_SUV.mat,0002,SUV,Day,1000,1700
INPUT\Dataset\cegr2003\cegr02003_0002_1701_SUV.mat,0002,SUV,Day,1000,1701
INPUT\Dataset\cegr2003\cegr02003_0002_1702_SUV.mat,0002,SUV,Day,1000,1702
INPUT\Dataset\cegr2003\cegr02003_0002_1703_SUV.mat,0002,SUV,Day,1000,1703
INPUT\Dataset\cegr2003\cegr02003_0002_1704_SUV.mat,0002,SUV,Day,1000,1704
INPUT\Dataset\cegr2003\cegr02003_0002_1705_SUV.mat,0002,SUV,Day,1000,1705
INPUT\Dataset\cegr2003\cegr02003_0002_1706_SUV.mat,0002,SUV,Day,1000,1706
INPUT\Dataset\cegr2003\cegr02003_0002_1707_SUV.mat,0002,SUV,Day,1000,1707
INPUT\Dataset\cegr2003\cegr02003_0002_1708_SUV.mat,0002,SUV,Day,1000,1708
INPUT\Dataset\cegr2003\cegr02003_0002_1709_SUV.mat,0002,SUV,Day,1000,1709
INPUT\Dataset\cegr2003\cegr02003_0002_1710_SUV.mat,0002,SUV,Day,1000,1710
INPUT\Dataset\cegr2003\cegr02003_0002_1711_SUV.mat,0002,SUV,Day,1000,1711
INPUT\Dataset\cegr2003\cegr02003_0002_1712_SUV.mat,0002,SUV,Day,1000,1712
INPUT\Dataset\cegr2003\cegr02003_0002_1713_SUV.mat,0002,SUV,Day,1000,1713
INPUT\Dataset\cegr2003\cegr02003_0002_1714_SUV.mat,0002,SUV,Day,1000,1714
INPUT\Dataset\cegr2003\cegr02003_0002_1715_SUV.mat,0002,SUV,Day,1000,1715
INPUT\Dataset\cegr2003\cegr02003_0002_1716_SUV.mat,0002,SUV,Day,1000,1716
INPUT\Dataset\cegr2003\cegr02003_0002_1717_SUV.mat,0002,SUV,Day,1000,1717
INPUT\Dataset\cegr2003\cegr02003_0002_1718_SUV.mat,0002,SUV,Day,1000,1718
INPUT\Dataset\cegr2003\cegr02003_0002_1719_SUV.mat,0002,SUV,Day,1000,1719
INPUT\Dataset\cegr2003\cegr02003_0002_1720_SUV.mat,0002,SUV,Day,1000,1720
INPUT\Dataset\cegr2003\cegr02003_0002_1721_SUV.mat,0002,SUV,Day,1000,1721
INPUT\Dataset\cegr2003\cegr02003_0002_1722_SUV.mat,0002,SUV,Day,1000,1722
INPUT\Dataset\cegr2003\cegr02003_0002_1723_SUV.mat,0002,SUV,Day,1000,1723
INPUT\Dataset\cegr2003\cegr02003_0002_1724_SUV.mat,0002,SUV,Day,1000,1724
INPUT\Dataset\cegr2003\cegr02003_0002_1725_SUV.mat,0002,SUV,Day,1000,1725
INPUT\Dataset\cegr2003\cegr02003_0002_1726_SUV.mat,0002,SUV,Day,1000,1726
INPUT\Dataset\cegr2003\cegr02003_0002_1727_SUV.mat,0002,SUV,Day,1000,1727
